interactor A gene symbol,interactor B gene symbol,interactor A Uniprot AC,interactor B Uniprot AC,database source
IFNG,STAT6,P01579,A8K4S9,BioGRID
IFNG,IFNGR2,P01579,P38484,BioGRID
IFNG,IFNGR1,P01579,E1P587,BioGRID
IFNG,IFNG,P01579,P01579,BioGRID
IFNG,GOPC,P01579,Q9HD26,BioGRID
IL12B,ERP44,P29460,Q6UW14,BioGRID
IL12B,IL23A,P29460,Q9NPF7,BioGRID
LTA,CREB3,P01374,O43889,BioGRID
LTA,TNFRSF1A,P01374,A8K4X3,BioGRID
LTA,ANKRD40,P01374,Q6AI12,BioGRID
LTA,SLC30A2,P01374,Q71RC8,BioGRID
LTA,TNFRSF1B,P01374,Q16042,BioGRID
LTA,TUBA1B,P01374,Q27I68,BioGRID
LTA,UMOD,P01374,B3KP48,BioGRID
LTA,LGALS2,P01374,P05162,BioGRID
LTA,LTB,P01374,P78370,BioGRID
CCL2,MCM2,P13500,Q8N2V1,BioGRID
CCL2,CDC45,P13500,Q9UP68,BioGRID
CCL2,MCM3,P13500,J3KQ69,BioGRID
CCL2,PCNA,P13500,P12004,BioGRID
CCL2,ORC4,P13500,B7Z5F1,BioGRID
CCL2,ORC2,P13500,Q13204,BioGRID
CCL2,ACKR1,P13500,Q16300,BioGRID
CCL2,MCM7,P13500,Q96D34,BioGRID
CCL2,Ccr2,P13500,Q61172,BioGRID
CCL2,CDC6,P13500,Q8TB30,BioGRID
CCL2,CCL2,P13500,P13500,BioGRID
TGFB1,PRSS50,P01137,Q9UI38,IID
TGFB1,RARG,P01137,P13631,IID
TGFB1,MYD88,P01137,Q99836,IID
TGFB1,HCLS1,P01137,P14317,IID
TGFB1,LHX9,P01137,Q9NQ69,IID
TGFB1,ITGB8,P01137,P26012,IID
TGFB1,STAT6,P01137,P42226,IID
TGFB1,ANGPT1,P01137,Q15389,IID
TGFB1,GML,P01137,Q99445,IID
TGFB1,TSC22D1,P01137,Q15714,IID
TGFB1,ACVR1,P01137,Q04771,IID
TGFB1,CHIA,P01137,Q9BZP6,IID
TGFB1,LIF,P01137,P15018,IID
TGFB1,CD1D,P01137,P15813,IID
TGFB1,HLA-DOA,P01137,P06340,IID
TGFB1,CD274,P01137,Q9NZQ7,IID
TGFB1,TRIM22,P01137,Q8IYM9,IID
TGFB1,BGN,P01137,P21810,IID
TGFB1,LTB,P01137,Q06643,IID
TGFB1,PRLR,P01137,P16471,IID
TGFB1,SOAT1,P01137,P35610,IID
TGFB1,BNIP3,P01137,Q12983,IID
TGFB1,POT1,P01137,Q9NUX5,IID
TGFB1,VAV2,P01137,P52735,IID
TGFB1,CXCL10,P01137,P02778,IID
TGFB1,DCN,P01137,P07585,IID
TGFB1,SKI,P01137,P12755,IID
TGFB1,FBXW7,P01137,Q969H0,IID
TGFB1,HBEGF,P01137,Q99075,IID
TGFB1,E2F1,P01137,Q01094,IID
TGFB1,APLP2,P01137,Q06481,IID
TGFB1,RELB,P01137,Q01201,IID
TGFB1,CD74,P01137,P04233,IID
TGFB1,NUMBL,P01137,Q9Y6R0,IID
TGFB1,TGFB1,P01137,P01137,IID
TGFB1,GATA4,P01137,P43694,IID
TGFB1,IGFBP1,P01137,P08833,IID
TGFB1,COL8A2,P01137,P25067,IID
TGFB1,CD48,P01137,P09326,IID
TGFB1,GLI2,P01137,P10070,IID
TGFB1,LTBP2,P01137,Q14767,IID
TGFB1,P2RX4,P01137,Q99571,IID
TGFB1,EIF1AX,P01137,P47813,IID
TGFB1,LYN,P01137,P07948,IID
TGFB1,FOXC1,P01137,Q12948,IID
TGFB1,ADORA2A,P01137,P29274,IID
TGFB1,WNT5A,P01137,P41221,IID
TGFB1,APLP1,P01137,P51693,IID
TGFB1,MYH9,P01137,P35579,IID
TGFB1,IRS1,P01137,P35568,IID
TGFB1,KIT,P01137,P10721,IID
TGFB1,GDF7,P01137,Q7Z4P5,IID
TGFB1,CAV1,P01137,Q03135,IID
TGFB1,GJA4,P01137,P35212,IID
TGFB1,TFPI,P01137,P10646,IID
TGFB1,ADAM9,P01137,Q13443,IID
TGFB1,BMPR2,P01137,Q13873,IID
TGFB1,DGKD,P01137,Q16760,IID
TGFB1,DSG1,P01137,Q02413,IID
TGFB1,ACVR2B,P01137,Q13705,IID
TGFB1,THRSP,P01137,Q92748,IID
TGFB1,HAS2,P01137,Q92819,IID
TGFB1,RNF4,P01137,P78317,IID
TGFB1,ALYREF,P01137,Q86V81,IID
TGFB1,APC,P01137,P25054,IID
TGFB1,EIF3I,P01137,Q13347,IID
TGFB1,ETS1,P01137,P14921,IID
TGFB1,MMP2,P01137,P08253,IID
TGFB1,SDC1,P01137,P18827,IID
TGFB1,PXN,P01137,P49023,IID
TGFB1,IRAK1,P01137,P51617,IID
TGFB1,TRIM35,P01137,Q9UPQ4,IID
TGFB1,VDR,P01137,P11473,IID
TGFB1,HTRA1,P01137,Q92743,IID
TGFB1,MEOX2,P01137,P50222,IID
TGFB1,LRRC23,P01137,Q53EV4,IID
TGFB1,MMP14,P01137,P50281,IID
TGFB1,ICAM3,P01137,P32942,IID
TGFB1,NID1,P01137,P14543,IID
TGFB1,CD37,P01137,P11049,IID
TGFB1,TGFB2,P01137,P61812,IID
TGFB1,PRKCD,P01137,Q05655,IID
TGFB1,PCSK5,P01137,Q92824,IID
TGFB1,YBX3,P01137,P16989,IID
TGFB1,YWHAE,P01137,P62258,IID
TGFB1,NID2,P01137,Q14112,IID
TGFB1,IRAK3,P01137,Q9Y616,IID
TGFB1,BMP6,P01137,P22004,IID
TGFB1,CD164,P01137,Q04900,IID
TGFB1,IKZF2,P01137,Q9UKS7,IID
TGFB1,TP53,P01137,P04637,IID
TGFB1,LIMS1,P01137,P48059,IID
TGFB1,DPT,P01137,Q07507,IID
TGFB1,GIPR,P01137,P48546,IID
TGFB1,MMP9,P01137,P14780,IID
TGFB1,RCAN1,P01137,P53805,IID
TGFB1,EPS15,P01137,P42566,IID
TGFB1,COL3A1,P01137,P02461,IID
TGFB1,TNFRSF1A,P01137,P19438,IID
TGFB1,COL2A1,P01137,P02458,IID
TGFB1,IFNGR2,P01137,P38484,IID
TGFB1,TRAF6,P01137,Q9Y4K3,IID
TGFB1,FOXC2,P01137,Q99958,IID
TGFB1,PYCARD,P01137,Q9ULZ3,IID
TGFB1,SALL1,P01137,Q9NSC2,IID
TGFB1,CXCL12,P01137,P48061,IID
TGFB1,LMNA,P01137,P02545,IID
TGFB1,FURIN,P01137,P09958,IID
TGFB1,GP2,P01137,P55259,IID
TGFB1,SMURF1,P01137,Q9HCE7,IID
TGFB1,TLR7,P01137,Q9NYK1,IID
TGFB1,TGFBRAP1,P01137,Q8WUH2,IID
TGFB1,SIX5,P01137,Q8N196,IID
TGFB1,DNMT1,P01137,P26358,IID
TGFB1,HOXD13,P01137,P35453,IID
TGFB1,MPZ,P01137,P25189,IID
TGFB1,EPB41L5,P01137,Q9HCM4,IID
TGFB1,CTCFL,P01137,Q8NI51,IID
TGFB1,PML,P01137,P29590,IID
TGFB1,EDA2R,P01137,Q9HAV5,IID
TGFB1,BTG3,P01137,Q14201,IID
TGFB1,KLF10,P01137,Q13118,IID
TGFB1,PPARG,P01137,P37231,IID
TGFB1,HCK,P01137,P08631,IID
TGFB1,IFI35,P01137,P80217,IID
TGFB1,RMND5A,P01137,Q9H871,IID
TGFB1,COL1A1,P01137,P02452,IID
TGFB1,IL31RA,P01137,Q8NI17,IID
TGFB1,BLNK,P01137,Q8WV28,IID
TGFB1,SIRPG,P01137,Q9P1W8,IID
TGFB1,ACVR2A,P01137,P27037,IID
TGFB1,EFNA3,P01137,P52797,IID
TGFB1,PKN1,P01137,Q16512,IID
TGFB1,CDH1,P01137,P12830,IID
TGFB1,TRIP6,P01137,Q15654,IID
TGFB1,ADIPOQ,P01137,Q15848,IID
TGFB1,MYBPC3,P01137,Q14896,IID
TGFB1,ERBIN,P01137,Q96RT1,IID
TGFB1,NOD1,P01137,Q9Y239,IID
TGFB1,FCGRT,P01137,P55899,IID
TGFB1,FCER1A,P01137,P12319,IID
TGFB1,EHMT2,P01137,Q96KQ7,IID
TGFB1,OSR2,P01137,Q8N2R0,IID
TGFB1,KLK7,P01137,P49862,IID
TGFB1,INHBB,P01137,P09529,IID
TGFB1,FNDC3B,P01137,Q53EP0,IID
TGFB1,JUNB,P01137,P17275,IID
TGFB1,CTLA4,P01137,P16410,IID
TGFB1,INHA,P01137,P05111,IID
TGFB1,GDF6,P01137,Q6KF10,IID
TGFB1,INPP5D,P01137,Q92835,IID
TGFB1,ANLN,P01137,Q9NQW6,IID
TGFB1,C4orf48,P01137,Q5BLP8,IID
TGFB1,NOTCH1,P01137,P46531,IID
TGFB1,LHB,P01137,P01229,IID
TGFB1,CXCL8,P01137,P10145,IID
TGFB1,CTSK,P01137,P43235,IID
TGFB1,B2M,P01137,P61769,IID
TGFB1,IL6ST,P01137,P40189,IID
TGFB1,CYLD,P01137,Q9NQC7,IID
TGFB1,HOXC4,P01137,P09017,IID
TGFB1,KDR,P01137,P35968,IID
TGFB1,DEFA4,P01137,P12838,IID
TGFB1,FERMT3,P01137,Q86UX7,IID
TGFB1,ADORA2B,P01137,P29275,IID
TGFB1,APP,P01137,P05067,IID
TGFB1,PRG4,P01137,Q92954,IID
TGFB1,NOG,P01137,Q13253,IID
TGFB1,DEFB1,P01137,P60022,IID
TGFB1,VAV3,P01137,Q9UKW4,IID
TGFB1,BMPER,P01137,Q8N8U9,IID
TGFB1,APBB2,P01137,Q92870,IID
TGFB1,TRIB3,P01137,Q96RU7,IID
TGFB1,F2RL3,P01137,Q96RI0,IID
TGFB1,IL2,P01137,P60568,IID
TGFB1,PDGFRB,P01137,P09619,IID
TGFB1,NREP,P01137,Q16612,IID
TGFB1,ELANE,P01137,P08246,IID
TGFB1,DLC1,P01137,Q96QB1,IID
TGFB1,VAV1,P01137,P15498,IID
TGFB1,PTPRU,P01137,Q92729,IID
TGFB1,GPNMB,P01137,Q14956,IID
TGFB1,SCGB3A1,P01137,Q96QR1,IID
TGFB1,C1QA,P01137,P02745,IID
TGFB1,SMAD4,P01137,Q13485,IID
TGFB1,AGER,P01137,Q15109,IID
TGFB1,FBN1,P01137,P35555,IID
TGFB1,SP1,P01137,P08047,IID
TGFB1,AMBP,P01137,P02760,IID
TGFB1,VTN,P01137,P04004,IID
TGFB1,CD80,P01137,P33681,IID
TGFB1,UBR1,P01137,Q8IWV7,IID
TGFB1,FXYD5,P01137,Q96DB9,IID
TGFB1,MAP3K11,P01137,Q16584,IID
TGFB1,IGFBP3,P01137,P17936,IID
TGFB1,BMP7,P01137,P18075,IID
TGFB1,COL5A2,P01137,P05997,IID
TGFB1,ARHGDIA,P01137,P52565,IID
TGFB1,HSP90AA1,P01137,P07900,IID
TGFB1,EFNA1,P01137,P20827,IID
TGFB1,TWSG1,P01137,Q9GZX9,IID
TGFB1,CD84,P01137,Q9UIB8,IID
TGFB1,NFAM1,P01137,Q8NET5,IID
TGFB1,GIMAP5,P01137,Q96F15,IID
TGFB1,BTC,P01137,P35070,IID
TGFB1,HIF1A,P01137,Q16665,IID
TGFB1,RIPK1,P01137,Q13546,IID
TGFB1,FOXD1,P01137,Q16676,IID
TGFB1,DACT2,P01137,Q5SW24,IID
TGFB1,SYK,P01137,P43405,IID
TGFB1,DLGAP5,P01137,Q15398,IID
TGFB1,RAD18,P01137,Q9NS91,IID
TGFB1,PROCR,P01137,Q9UNN8,IID
TGFB1,PDGFA,P01137,P04085,IID
TGFB1,SP100,P01137,P23497,IID
TGFB1,LTBP3,P01137,Q9NS15,IID
TGFB1,TRAF7,P01137,Q6Q0C0,IID
TGFB1,NPC2,P01137,P61916,IID
TGFB1,IRF1,P01137,P10914,IID
TGFB1,SPP1,P01137,P10451,IID
TGFB1,TNFRSF1B,P01137,P20333,IID
TGFB1,TNFRSF4,P01137,P43489,IID
TGFB1,NPM1,P01137,P06748,IID
TGFB1,CD109,P01137,Q6YHK3,IID
TGFB1,SIPA1,P01137,Q96FS4,IID
TGFB1,PZP,P01137,P20742,IID
TGFB1,BMP8B,P01137,P34820,IID
TGFB1,S100A4,P01137,P26447,IID
TGFB1,VAX1,P01137,Q5SQQ9,IID
TGFB1,RFWD3,P01137,Q6PCD5,IID
TGFB1,FMOD,P01137,Q06828,IID
TGFB1,MAD2L1BP,P01137,Q15013,IID
TGFB1,VCAN,P01137,P13611,IID
TGFB1,NFKB1,P01137,P19838,IID
TGFB1,IRF3,P01137,Q14653,IID
TGFB1,IL6,P01137,P05231,IID
TGFB1,DNMT3B,P01137,Q9UBC3,IID
TGFB1,LAMB2,P01137,P55268,IID
TGFB1,GRB7,P01137,Q14451,IID
TGFB1,DEFB103A,P01137,P81534,IID
TGFB1,CASP1,P01137,P29466,IID
TGFB1,ROBO4,P01137,Q8WZ75,IID
TGFB1,MAG,P01137,P20916,IID
TGFB1,PHLDA3,P01137,Q9Y5J5,IID
TGFB1,TNXB,P01137,P22105,IID
TGFB1,COL1A2,P01137,P08123,IID
TGFB1,BMP8A,P01137,Q7Z5Y6,IID
TGFB1,TNFSF13B,P01137,Q9Y275,IID
TGFB1,FBLN1,P01137,P23142,IID
TGFB1,CD93,P01137,Q9NPY3,IID
TGFB1,EIF3B,P01137,P55884,IID
TGFB1,F11R,P01137,Q9Y624,IID
TGFB1,ENG,P01137,P17813,IID
TGFB1,ACVR1C,P01137,Q8NER5,IID
TGFB1,VASN,P01137,Q6EMK4,IID
TGFB1,TNR,P01137,Q92752,IID
TGFB1,GHR,P01137,P10912,IID
TGFB1,RNF6,P01137,Q9Y252,IID
TGFB1,CD58,P01137,P19256,IID
TGFB1,NXT1,P01137,Q9UKK6,IID
TGFB1,VEGFA,P01137,P15692,IID
TGFB1,ANGPTL4,P01137,Q9BY76,IID
TGFB1,VASP,P01137,P50552,IID
TGFB1,CSF1,P01137,P09603,IID
TGFB1,FGF2,P01137,P09038,IID
TGFB1,BMP5,P01137,P22003,IID
TGFB1,KITLG,P01137,P21583,IID
TGFB1,BLID,P01137,Q8IZY5,IID
TGFB1,MYOF,P01137,Q9NZM1,IID
TGFB1,F7,P01137,P08709,IID
TGFB1,ADORA1,P01137,P30542,IID
TGFB1,CELSR1,P01137,Q9NYQ6,IID
TGFB1,TBX5,P01137,Q99593,IID
TGFB1,ARID5B,P01137,Q14865,IID
TGFB1,IL16,P01137,Q14005,IID
TGFB1,WFIKKN1,P01137,Q96NZ8,IID
TGFB1,C5AR1,P01137,P21730,IID
TGFB1,AXL,P01137,P30530,IID
TGFB1,VEGFB,P01137,P49765,IID
TGFB1,CTCF,P01137,P49711,IID
TGFB1,TBX2,P01137,Q13207,IID
TGFB1,HGF,P01137,P14210,IID
TGFB1,OSM,P01137,P13725,IID
TGFB1,EPHB2,P01137,P29323,IID
TGFB1,BAZ2A,P01137,Q9UIF9,IID
TGFB1,THBS1,P01137,P07996,IID
TGFB1,PDLIM7,P01137,Q9NR12,IID
TGFB1,CD86,P01137,P42081,IID
TGFB1,HPX,P01137,P02790,IID
TGFB1,ARRB2,P01137,P32121,IID
TGFB1,CELSR2,P01137,Q9HCU4,IID
TGFB1,EP300,P01137,Q09472,IID
TGFB1,DLL4,P01137,Q9NR61,IID
TGFB1,DST,P01137,Q03001,IID
TGFB1,EGFLAM,P01137,Q63HQ2,IID
TGFB1,TGFBR3,P01137,Q03167,IID
TGFB1,CD97,P01137,P48960,IID
TGFB1,CFI,P01137,P05156,IID
TGFB1,IL10,P01137,P22301,IID
TGFB1,CBL,P01137,P22681,IID
TGFB1,MICB,P01137,Q29980,IID
TGFB1,CLU,P01137,P10909,IID
TGFB1,IGF2R,P01137,P11717,IID
TGFB1,EBI3,P01137,Q14213,IID
TGFB1,C8A,P01137,P07357,IID
TGFB1,S100A2,P01137,P29034,IID
TGFB1,PSME1,P01137,Q06323,IID
TGFB1,RBP4,P01137,P02753,IID
TGFB1,PLEK,P01137,P08567,IID
TGFB1,PROS1,P01137,P07225,IID
TGFB1,LTBP1,P01137,Q14766,IID
TGFB1,EFEMP1,P01137,Q12805,IID
TGFB1,EIF2AK2,P01137,P19525,IID
TGFB1,UBE2S,P01137,Q16763,IID
TGFB1,ITSN1,P01137,Q15811,IID
TGFB1,INHBA,P01137,P08476,IID
TGFB1,GATA3,P01137,P23771,IID
TGFB1,PSG1,P01137,P11464,IID
TGFB1,FCER2,P01137,P06734,IID
TGFB1,TGFBR2,P01137,P37173,IID
TGFB1,TGFB3,P01137,P10600,IID
TGFB1,IL25,P01137,Q9H293,IID
TGFB1,PTPRM,P01137,P28827,IID
TGFB1,TGFBR1,P01137,P36897,IID
TGFB1,F2R,P01137,P25116,IID
TGFB1,COL5A1,P01137,P20908,IID
TGFB1,KLK5,P01137,Q9Y337,IID
TGFB1,LCK,P01137,P06239,IID
TGFB1,RUNX1,P01137,Q01196,IID
TGFB1,FKBP1A,P01137,P62942,IID
TGFB1,RARA,P01137,P10276,IID
TGFB1,PRTN3,P01137,P24158,IID
TGFB1,SMAD1,P01137,Q15797,IID
TGFB1,CASP6,P01137,P55212,IID
TGFB1,DEFA6,P01137,Q01524,IID
TGFB1,FBXO6,P01137,Q9NRD1,IID
TGFB1,CALCR,P01137,P30988,IID
TGFB1,DEFA5,P01137,Q01523,IID
TGFB1,LEF1,P01137,Q9UJU2,IID
TGFB1,CADM1,P01137,Q9BY67,IID
TGFB1,SWAP70,P01137,Q9UH65,IID
TGFB1,LAMB1,P01137,P07942,IID
TGFB1,ROBO1,P01137,Q9Y6N7,IID
TGFB1,NTRK3,P01137,Q16288,IID
TGFB1,ASPN,P01137,Q9BXN1,IID
TGFB1,TNF,P01137,P01375,IID
TGFB1,ICAM1,P01137,P05362,IID
TGFB1,CLEC4G,P01137,Q6UXB4,IID
TGFB1,SMARCA4,P01137,P51532,IID
TGFB1,ARFIP1,P01137,P53367,IID
TGFB1,ERBB2,P01137,P04626,IID
TGFB1,GJA5,P01137,P36382,IID
TGFB1,NGFR,P01137,P08138,IID
TGFB1,LTBP4,P01137,Q8N2S1,IID
TGFB1,CHRD,P01137,Q9H2X0,IID
TGFB1,KAZALD1,P01137,Q96I82,IID
TGFB1,PLEKHA7,P01137,Q6IQ23,IID
TGFB1,GNLY,P01137,P22749,IID
TGFB1,APOC1,P01137,P02654,IID
TGFB1,LMX1A,P01137,Q8TE12,IID
TGFB1,TFPI2,P01137,P48307,IID
TGFB1,TGFBI,P01137,Q15582,IID
TGFB1,FNTA,P01137,P49354,IID
TGFB1,LTA,P01137,P01374,IID
TGFB1,SLA2,P01137,Q9H6Q3,IID
TGFB1,CHFR,P01137,Q96EP1,IID
TGFB1,FEM1B,P01137,Q9UK73,IID
TGFB1,NOV,P01137,P48745,IID
TGFB1,NR1H2,P01137,P55055,IID
TGFB1,OSMR,P01137,Q99650,IID
TGFB1,PTPRC,P01137,P08575,IID
TGFB1,TLR6,P01137,Q9Y2C9,IID
TGFB1,COL12A1,P01137,Q99715,IID
TGFB1,IL17F,P01137,Q96PD4,IID
TGFB1,DAB2,P01137,P98082,IID
TGFB1,SKIL,P01137,P12757,IID
TGFB1,C1QB,P01137,P02746,IID
TGFB1,SDC2,P01137,P34741,IID
TGFB1,CTSH,P01137,P09668,IID
TGFB1,SIGLEC1,P01137,Q9BZZ2,IID
TGFB1,GATA6,P01137,Q92908,IID
TGFB1,AKAP1,P01137,Q92667,IID
TGFB1,CEBPB,P01137,P17676,IID
TGFB1,LGALS1,P01137,P09382,IID
TGFB1,LAMC2,P01137,Q13753,IID
TGFB1,PACSIN3,P01137,Q9UKS6,IID
TGFB1,NOTCH3,P01137,Q9UM47,IID
TGFB1,CD320,P01137,Q9NPF0,IID
TGFB1,PLA2G4A,P01137,P47712,IID
TGFB1,ACVRL1,P01137,P37023,IID
TGFB1,CCL3,P01137,P10147,IID
TGFB1,CTSG,P01137,P08311,IID
TGFB1,TP63,P01137,Q9H3D4,IID
TGFB1,TRIM33,P01137,Q9UPN9,IID
TGFB1,CDH2,P01137,P19022,IID
TGFB1,BAZ1A,P01137,Q9NRL2,IID
TGFB1,AZU1,P01137,P20160,IID
TGFB1,IGFBP4,P01137,P22692,IID
TGFB1,TCF7L2,P01137,Q9NQB0,IID
TGFB1,SPI1,P01137,P17947,IID
TGFB1,NUSAP1,P01137,Q9BXS6,IID
TGFB1,GPX1,P01137,P07203,IID
TGFB1,STRAP,P01137,Q9Y3F4,IID
TGFB1,TRAM2,P01137,Q15035,IID
TGFB1,ARF4,P01137,P18085,IID
TGFB1,IL17A,P01137,Q16552,IID
TGFB1,TLR1,P01137,Q15399,IID
TGFB1,IFI16,P01137,Q16666,IID
TGFB1,EPHA2,P01137,P29317,IID
TGFB1,EPS8,P01137,Q12929,IID
TGFB1,SHC1,P01137,P29353,IID
TGFB1,TJP1,P01137,Q07157,IID
TGFB1,S100A12,P01137,P80511,IID
TGFB1,PLXNA3,P01137,P51805,IID
TGFB1,ITGAM,P01137,P11215,IID
TGFB1,DOK1,P01137,Q99704,IID
TGFB1,COL6A3,P01137,P12111,IID
TGFB1,FGFRL1,P01137,Q8N441,IID
TGFB1,CD163,P01137,Q86VB7,IID
TGFB1,TNFRSF11A,P01137,Q9Y6Q6,IID
TGFB1,SYNE1,P01137,Q8NF91,IID
TGFB1,SMAD3,P01137,P84022,IID
TGFB1,C1RL,P01137,Q9NZP8,IID
TGFB1,HOXA7,P01137,P31268,IID
TGFB1,CRIM1,P01137,Q9NZV1,IID
TGFB1,TFAP2A,P01137,P05549,IID
TGFB1,LRSAM1,P01137,Q6UWE0,IID
TGFB1,GZF1,P01137,Q9H116,IID
TGFB1,PECAM1,P01137,P16284,IID
TGFB1,TNC,P01137,P24821,IID
TGFB1,IL20RB,P01137,Q6UXL0,IID
TGFB1,NBL1,P01137,P41271,IID
TGFB1,CCL5,P01137,P13501,IID
TGFB1,C1S,P01137,P09871,IID
TGFB1,IL6R,P01137,P08887,IID
TGFB1,HTR2B,P01137,P41595,IID
TGFB1,HTRA3,P01137,P83110,IID
TGFB1,SEMA3F,P01137,Q13275,IID
TGFB1,SP3,P01137,Q02447,IID
TGFB1,CEBPA,P01137,P49715,IID
TGFB1,CARD9,P01137,Q9H257,IID
TGFB1,NRTN,P01137,Q99748,IID
TGFB1,ACVR1B,P01137,P36896,IID
TGFB1,BRCA1,P01137,P38398,IID
TGFB1,GDF5,P01137,P43026,IID
TGFB1,SPTBN1,P01137,Q01082,IID
TGFB1,B4GALT1,P01137,P15291,IID
TGFB1,STAT5A,P01137,P42229,IID
TGFB1,SKOR2,P01137,Q2VWA4,IID
TGFB1,DAXX,P01137,Q9UER7,IID
TGFB1,KLF2,P01137,Q9Y5W3,IID
TGFB1,MST1,P01137,P26927,IID
TGFB1,CD27,P01137,P26842,IID
TGFB1,PDGFC,P01137,Q9NRA1,IID
TGFB1,SMO,P01137,Q99835,IID
TGFB1,DIP2A,P01137,Q14689,IID
TGFB1,FOSL2,P01137,P15408,IID
TGFB1,ERP44,P01137,Q9BS26,IID
TGFB1,FRMPD2,P01137,Q68DX3,IID
TGFB1,CD2,P01137,P06729,IID
TGFB1,NOD2,P01137,Q9HC29,IID
TGFB1,MAP2K5,P01137,Q13163,IID
TGFB1,JUN,P01137,P05412,IID
TGFB1,TRIM28,P01137,Q13263,IID
TGFB1,NR1H3,P01137,Q13133,IID
TGFB1,IL1R1,P01137,P14778,IID
TGFB1,HOXD11,P01137,P31277,IID
TGFB1,TNFSF10,P01137,P50591,IID
TGFB1,INHBC,P01137,P55103,IID
TGFB1,ABI3,P01137,Q9P2A4,IID
TGFB1,C7,P01137,P10643,IID
TGFB1,GPR65,P01137,Q8IYL9,IID
TGFB1,ARHGDIB,P01137,P52566,IID
TGFB1,AXIN2,P01137,Q9Y2T1,IID
TGFB1,LAMC1,P01137,P11047,IID
TGFB1,ROBO2,P01137,Q9HCK4,IID
TGFB1,DTX3L,P01137,Q8TDB6,IID
TGFB1,CD276,P01137,Q5ZPR3,IID
TGFB1,ECM1,P01137,Q16610,IID
TGFB1,ZFHX3,P01137,Q15911,IID
TGFB1,XRCC4,P01137,Q13426,IID
TGFB1,ELK3,P01137,P41970,IID
TGFB1,FOXP3,P01137,Q9BZS1,IID
TGFB1,IRF2,P01137,P14316,IID
TGFB1,EDNRA,P01137,P25101,IID
TGFB1,EGFL7,P01137,Q9UHF1,IID
TGFB1,SYTL4,P01137,Q96C24,IID
TGFB1,LAMA1,P01137,P25391,IID
TGFB1,MTA3,P01137,Q9BTC8,IID
TGFB1,LY96,P01137,Q9Y6Y9,IID
TGFB1,WFIKKN2,P01137,Q8TEU8,IID
TGFB1,NDP,P01137,Q00604,IID
TGFB1,LRRC32,P01137,Q14392,IID
TGFB1,AREG,P01137,P15514,IID
TGFB1,LY9,P01137,Q9HBG7,IID
TGFB1,NOTCH2,P01137,Q04721,IID
TGFB1,CD81,P01137,P60033,IID
TGFB1,NTF3,P01137,P20783,IID
TGFB1,PTPRF,P01137,P10586,IID
TGFB1,CD47,P01137,Q08722,IID
TGFB1,JAG1,P01137,P78504,IID
TGFB1,EZH2,P01137,Q15910,IID
TGFB1,ROS1,P01137,P08922,IID
TGFB1,MSR1,P01137,P21757,IID
TGFB1,EMD,P01137,P50402,IID
TGFB1,SBF2,P01137,Q86WG5,IID
TGFB1,EDA,P01137,Q92838,IID
TGFB1,FERMT2,P01137,Q96AC1,IID
TGFB1,DEFA1,P01137,P59665,IID
TGFB1,NECTIN2,P01137,Q92692,IID
TGFB1,ITCH,P01137,Q96J02,IID
TGFB1,FBLIM1,P01137,Q8WUP2,IID
TGFB1,IGFBP6,P01137,P24592,IID
TGFB1,CALR,P01137,P27797,IID
TGFB1,PLCG2,P01137,P16885,IID
TGFB1,UACA,P01137,Q9BZF9,IID
TGFB1,-,P01137,P01233,IID
TGFB1,STAT5B,P01137,P51692,IID
TGFB1,HTRA4,P01137,P83105,IID
TGFB1,PGF,P01137,P49763,IID
TGFB1,JADE2,P01137,Q9NQC1,IID
TGFB1,WWTR1,P01137,Q9GZV5,IID
TGFB1,PARP4,P01137,Q9UKK3,IID
TGFB1,NOTCH4,P01137,Q99466,IID
TGFB1,TRAF2,P01137,Q12933,IID
TGFB1,UTRN,P01137,P46939,IID
TGFB1,ENPP1,P01137,P22413,IID
TGFB1,MASP1,P01137,P48740,IID
TGFB1,IGFBP5,P01137,P24593,IID
TGFB1,EFNB1,P01137,P98172,IID
TGFB1,CD28,P01137,P10747,IID
TGFB1,NTN4,P01137,Q9HB63,IID
TGFB1,CD59,P01137,P13987,IID
TGFB1,RNF135,P01137,Q8IUD6,IID
TGFB1,KLK9,P01137,Q9UKQ9,IID
TGFB1,NEDD4,P01137,P46934,IID
TGFB1,PDGFRL,P01137,Q15198,IID
TGFB1,FSTL1,P01137,Q12841,IID
TGFB1,CBLB,P01137,Q13191,IID
TGFB1,VSIG4,P01137,Q9Y279,IID
TGFB1,PTX3,P01137,P26022,IID
TGFB1,ELF3,P01137,P78545,IID
TGFB1,CTGF,P01137,P29279,IID
TGFB1,PXDN,P01137,Q92626,IID
TGFB1,REL,P01137,Q04864,IID
TGFB1,RYR1,P01137,P21817,IID
TGFB1,CCL2,P01137,P13500,IID
TGFB1,LHX1,P01137,P48742,IID
TGFB1,FGF23,P01137,Q9GZV9,IID
TGFB1,RPS27L,P01137,Q71UM5,IID
TGFB1,IRF4,P01137,Q15306,IID
TGFB1,NF2,P01137,P35240,IID
TGFB1,CASP8,P01137,Q14790,IID
TGFB1,F3,P01137,P13726,IID
TGFB1,PFN1,P01137,P07737,IID
TGFB1,NMT1,P01137,P30419,IID
TGFB1,IL7R,P01137,P16871,IID
TGFB1,ITGAV,P01137,P06756,IID
TGFB1,CHD7,P01137,Q9P2D1,IID
